FID;Municipality;Application;Antenna height;Coordinates;
antenneregister.fid-5a1e297e_17d0a604c22_-1639;Arnhem;UMTS;35.7;190878;442011
antenneregister.fid-5a1e297e_17d0a604c22_-1638;Arnhem;UMTS;31.3;190138;444111
antenneregister.fid-5a1e297e_17d0a604c22_-1637;Arnhem;UMTS;30;188729;440349
antenneregister.fid-5a1e297e_17d0a604c22_-1636;Arnhem;UMTS;23;189536;444930
antenneregister.fid-5a1e297e_17d0a604c22_-1635;Arnhem;UMTS;17.4;188000;440130
antenneregister.fid-5a1e297e_17d0a604c22_-1634;Arnhem;UMTS;33.6;192348;442758
antenneregister.fid-5a1e297e_17d0a604c22_-1633;Arnhem;UMTS;37.4;192512;444522
antenneregister.fid-5a1e297e_17d0a604c22_-1632;Arnhem;UMTS;26.4;191889;444396
antenneregister.fid-5a1e297e_17d0a604c22_-1631;Arnhem;UMTS;25;184620;447075
antenneregister.fid-5a1e297e_17d0a604c22_-1630;Arnhem;UMTS;16.6;192790;445876
antenneregister.fid-5a1e297e_17d0a604c22_-162f;Arnhem;UMTS;25.6;188865;440197
antenneregister.fid-5a1e297e_17d0a604c22_-162e;Arnhem;UMTS;39.8;190970;444230
antenneregister.fid-5a1e297e_17d0a604c22_-162d;Arnhem;UMTS;54;193922;444219
antenneregister.fid-5a1e297e_17d0a604c22_-162c;Arnhem;UMTS;3;189740;441695
antenneregister.fid-5a1e297e_17d0a604c22_-162b;Arnhem;UMTS;16;192504;443633
antenneregister.fid-5a1e297e_17d0a604c22_-162a;Arnhem;UMTS;21.6;191986;440758
antenneregister.fid-5a1e297e_17d0a604c22_-1629;Arnhem;UMTS;13.2;187297;442321
antenneregister.fid-5a1e297e_17d0a604c22_-1628;Arnhem;UMTS;35.3;193266.0979;442142.618
antenneregister.fid-5a1e297e_17d0a604c22_-1627;Arnhem;UMTS;32.7;186200;446932
antenneregister.fid-5a1e297e_17d0a604c22_-1626;Arnhem;UMTS;27.5;188830;445762
antenneregister.fid-5a1e297e_17d0a604c22_-1625;Arnhem;UMTS;24.3;190975;443633
antenneregister.fid-5a1e297e_17d0a604c22_-1624;Arnhem;UMTS;40.5;190460;443773
antenneregister.fid-5a1e297e_17d0a604c22_-1623;Arnhem;UMTS;30.8;192130;446452
antenneregister.fid-5a1e297e_17d0a604c22_-1622;Arnhem;UMTS;26.2;190440;444045
antenneregister.fid-5a1e297e_17d0a604c22_-1621;Arnhem;UMTS;42.3;188579;444330
antenneregister.fid-5a1e297e_17d0a604c22_-1620;Arnhem;UMTS;36.1;191923;442968
antenneregister.fid-5a1e297e_17d0a604c22_-161f;Arnhem;UMTS;22.6;192960;444702
antenneregister.fid-5a1e297e_17d0a604c22_-161e;Arnhem;UMTS;37.6;193268;442147
antenneregister.fid-5a1e297e_17d0a604c22_-161d;Arnhem;UMTS;30.8;191865;446047
antenneregister.fid-5a1e297e_17d0a604c22_-161c;Arnhem;UMTS;36.6;188572;444331
antenneregister.fid-5a1e297e_17d0a604c22_-161b;Arnhem;UMTS;26.5;189827;441786
antenneregister.fid-5a1e297e_17d0a604c22_-161a;Arnhem;UMTS;24;187344;441028
antenneregister.fid-5a1e297e_17d0a604c22_-1619;Arnhem;UMTS;23;193228;444813
antenneregister.fid-5a1e297e_17d0a604c22_-1618;Arnhem;UMTS;41.3;191760;441395
antenneregister.fid-5a1e297e_17d0a604c22_-1617;Arnhem;UMTS;35.2;192520;444523
antenneregister.fid-5a1e297e_17d0a604c22_-1616;Arnhem;UMTS;26.5;189646;441677
antenneregister.fid-5a1e297e_17d0a604c22_-1615;Arnhem;UMTS;31;191968.2679;447851
antenneregister.fid-5a1e297e_17d0a604c22_-1614;Arnhem;UMTS;17.9;194898;443386
antenneregister.fid-5a1e297e_17d0a604c22_-1613;Arnhem;UMTS;28.4;195606;443680
antenneregister.fid-5a1e297e_17d0a604c22_-1612;Arnhem;UMTS;16;189662;444887
antenneregister.fid-5a1e297e_17d0a604c22_-1611;Arnhem;UMTS;70;188580;444332
antenneregister.fid-5a1e297e_17d0a604c22_-1610;Arnhem;UMTS;54.1;193923;444243
antenneregister.fid-5a1e297e_17d0a604c22_-160f;Arnhem;UMTS;36.5;185200;449272
antenneregister.fid-5a1e297e_17d0a604c22_-160e;Arnhem;UMTS;3;187841;444270
antenneregister.fid-5a1e297e_17d0a604c22_-160d;Arnhem;UMTS;31.3;194795;443815
antenneregister.fid-5a1e297e_17d0a604c22_-160c;Arnhem;UMTS;33.8;189861;439402
antenneregister.fid-5a1e297e_17d0a604c22_-160b;Arnhem;UMTS;37.5;191318;443360
antenneregister.fid-5a1e297e_17d0a604c22_-160a;Arnhem;UMTS;3;189750;441733
antenneregister.fid-5a1e297e_17d0a604c22_-1609;Arnhem;UMTS;22.6;191889;444400
antenneregister.fid-5a1e297e_17d0a604c22_-1608;Arnhem;UMTS;39;191970;447852
antenneregister.fid-5a1e297e_17d0a604c22_-1607;Arnhem;UMTS;36.6;190883;441991
antenneregister.fid-5a1e297e_17d0a604c22_-1606;Arnhem;UMTS;19.5;191788;443217
antenneregister.fid-5a1e297e_17d0a604c22_-1605;Arnhem;UMTS;44.5;192432;450135
antenneregister.fid-5a1e297e_17d0a604c22_-1604;Arnhem;UMTS;26.3;193078;443102
antenneregister.fid-5a1e297e_17d0a604c22_-1603;Arnhem;UMTS;24.2;191754;444315
antenneregister.fid-5a1e297e_17d0a604c22_-1602;Arnhem;UMTS;3;189190;440495
antenneregister.fid-5a1e297e_17d0a604c22_-1601;Arnhem;UMTS;72.7;192140;444602
antenneregister.fid-5a1e297e_17d0a604c22_-1600;Arnhem;UMTS;22.7;193533;444691
antenneregister.fid-5a1e297e_17d0a604c22_-15ff;Arnhem;UMTS;14.3;189275;440885
antenneregister.fid-5a1e297e_17d0a604c22_-15fe;Arnhem;UMTS;24.1;191044;443426
antenneregister.fid-5a1e297e_17d0a604c22_-15fd;Arnhem;UMTS;17.9;194057;443148
antenneregister.fid-5a1e297e_17d0a604c22_-15fc;Arnhem;UMTS;39.1;190546;446605
antenneregister.fid-5a1e297e_17d0a604c22_-15fb;Arnhem;UMTS;16.2;192639;446106
antenneregister.fid-5a1e297e_17d0a604c22_-15fa;Arnhem;UMTS;30.4;187300;440982
antenneregister.fid-5a1e297e_17d0a604c22_-15f9;Arnhem;UMTS;19.4;189263;444305
antenneregister.fid-5a1e297e_17d0a604c22_-15f8;Arnhem;UMTS;36.7;188811;446123
antenneregister.fid-5a1e297e_17d0a604c22_-15f7;Arnhem;UMTS;20.3;191355;443498
antenneregister.fid-5a1e297e_17d0a604c22_-15f6;Arnhem;UMTS;30;185210;449259
antenneregister.fid-5a1e297e_17d0a604c22_-15f5;Arnhem;UMTS;29.8;195597;443685
antenneregister.fid-5a1e297e_17d0a604c22_-15f4;Arnhem;UMTS;38.8;187808;444173
antenneregister.fid-5a1e297e_17d0a604c22_-15f3;Arnhem;UMTS;32.4;190750;448102
antenneregister.fid-5a1e297e_17d0a604c22_-15f2;Arnhem;UMTS;31.4;188789;448596
antenneregister.fid-5a1e297e_17d0a604c22_-15f1;Arnhem;UMTS;36.9;188780;448582
antenneregister.fid-5a1e297e_17d0a604c22_-15f0;Arnhem;UMTS;34.9;188150;449022
antenneregister.fid-5a1e297e_17d0a604c22_-15ef;Arnhem;UMTS;27.7;185216;449256
antenneregister.fid-5a1e297e_17d0a604c22_-15ee;Arnhem;UMTS;25;192730;452722
antenneregister.fid-5a1e297e_17d0a604c22_-15ed;Assen;GSM 1800;34.3;233534;560153
antenneregister.fid-5a1e297e_17d0a604c22_-15ec;Assen;GSM 1800;27.9;234597.3301;557581.5
antenneregister.fid-5a1e297e_17d0a604c22_-15eb;Assen;GSM 1800;52.8;231892;557070
antenneregister.fid-5a1e297e_17d0a604c22_-15ea;Assen;GSM 1800;35.5;233652;554340
antenneregister.fid-5a1e297e_17d0a604c22_-15e9;Assen;GSM 1800;39;234310.3301;558709.5
antenneregister.fid-5a1e297e_17d0a604c22_-15e8;Assen;GSM 1800;50.5;231912.3301;557035.5
antenneregister.fid-5a1e297e_17d0a604c22_-15e7;Assen;GSM 1800;45;232495;554026
antenneregister.fid-5a1e297e_17d0a604c22_-15e6;Assen;GSM 1800;32;231924;557045
antenneregister.fid-5a1e297e_17d0a604c22_-15e5;Assen;GSM 1800;24.5;234424.7321;555866
antenneregister.fid-5a1e297e_17d0a604c22_-15e4;Assen;GSM 1800;17.8;235275.3301;559622.5
antenneregister.fid-5a1e297e_17d0a604c22_-15e3;Assen;GSM 1800;42.9;234709;559679
antenneregister.fid-5a1e297e_17d0a604c22_-15e2;Assen;GSM 1800;30.9;235394;556330
antenneregister.fid-5a1e297e_17d0a604c22_-15e1;Assen;GSM 1800;25.9;233588.3301;557264.5
antenneregister.fid-5a1e297e_17d0a604c22_-15e0;Assen;GSM 1800;41.5;234031.7321;558879
antenneregister.fid-5a1e297e_17d0a604c22_-15df;Assen;GSM 1800;39.9;231591.3301;553107.5
antenneregister.fid-5a1e297e_17d0a604c22_-15de;Assen;GSM 1800;34.9;231606;553108
antenneregister.fid-5a1e297e_17d0a604c22_-15dd;Assen;GSM 1800;23.9;231596;553120
antenneregister.fid-5a1e297e_17d0a604c22_-15dc;Assen;GSM 1800;30;232502.3301;558469.5
antenneregister.fid-5a1e297e_17d0a604c22_-15db;Assen;GSM 1800;30;234588;557587
antenneregister.fid-5a1e297e_17d0a604c22_-15da;Assen;GSM 1800;47.4;231136;557600
antenneregister.fid-5a1e297e_17d0a604c22_-15d9;Assen;GSM 900;41;232251.7321;554349
antenneregister.fid-5a1e297e_17d0a604c22_-15d8;Assen;GSM 900;27.2;233562.3301;556614.5
antenneregister.fid-5a1e297e_17d0a604c22_-15d7;Assen;GSM 900;30;232496.2679;558471
antenneregister.fid-5a1e297e_17d0a604c22_-15d6;Assen;GSM 900;29.5;235571.7321;560569
antenneregister.fid-5a1e297e_17d0a604c22_-15d5;Assen;GSM 900;27.9;234591.2679;557583
antenneregister.fid-5a1e297e_17d0a604c22_-15d4;Assen;GSM 900;52.8;231890;557065
antenneregister.fid-5a1e297e_17d0a604c22_-15d3;Assen;GSM 900;24.5;234418.6699;555864.5
antenneregister.fid-5a1e297e_17d0a604c22_-15d2;Assen;GSM 900;34.9;235667.3301;558291.5
antenneregister.fid-5a1e297e_17d0a604c22_-15d1;Assen;GSM 900;30.7;234304.2679;558711
antenneregister.fid-5a1e297e_17d0a604c22_-15d0;Assen;GSM 900;25.1;233594.3301;557187.5
antenneregister.fid-5a1e297e_17d0a604c22_-15cf;Assen;GSM 900;27.7;234404.3301;560727.5
antenneregister.fid-5a1e297e_17d0a604c22_-15ce;Assen;GSM 900;41.8;234038.3301;558871.5
antenneregister.fid-5a1e297e_17d0a604c22_-15cd;Assen;GSM 900;34.9;232745.7321;555645
antenneregister.fid-5a1e297e_17d0a604c22_-15cc;Assen;GSM 900;31.4;233614.3301;554341.5
antenneregister.fid-5a1e297e_17d0a604c22_-15cb;Assen;GSM 900;41.5;234028.2679;558879
antenneregister.fid-5a1e297e_17d0a604c22_-15ca;Assen;GSM 900;35.5;233650;554338
antenneregister.fid-5a1e297e_17d0a604c22_-15c9;Assen;GSM 900;17.5;235269.2679;559624
antenneregister.fid-5a1e297e_17d0a604c22_-15c8;Assen;GSM 900;19.8;232944;557757
antenneregister.fid-5a1e297e_17d0a604c22_-15c7;Assen;GSM 900;21.4;232479.7321;554370
antenneregister.fid-5a1e297e_17d0a604c22_-15c6;Assen;GSM 900;21.4;236651.7321;559040
antenneregister.fid-5a1e297e_17d0a604c22_-15c5;Assen;GSM 900;22.9;234438.7321;555881
antenneregister.fid-5a1e297e_17d0a604c22_-15c4;Assen;GSM 900;34.9;235670.7321;558289
antenneregister.fid-5a1e297e_17d0a604c22_-15c3;Assen;GSM 900;50.5;231906.2679;557037
antenneregister.fid-5a1e297e_17d0a604c22_-15c2;Assen;GSM 900;23.9;231594;553115
antenneregister.fid-5a1e297e_17d0a604c22_-15c1;Assen;GSM 900;24.8;234435.7321;556184
antenneregister.fid-5a1e297e_17d0a604c22_-15c0;Assen;GSM 900;27.8;235161.7321;559251
antenneregister.fid-5a1e297e_17d0a604c22_-15bf;Assen;GSM 900;32;231919;557040
antenneregister.fid-5a1e297e_17d0a604c22_-15be;Assen;GSM 900;27.7;232502.7321;558494
antenneregister.fid-5a1e297e_17d0a604c22_-15bd;Assen;GSM 900;25.9;233582.2679;557266
antenneregister.fid-5a1e297e_17d0a604c22_-15bc;Assen;GSM 900;41.5;234368.7321;557211
antenneregister.fid-5a1e297e_17d0a604c22_-15bb;Assen;GSM 900;33.1;233554.3301;556617.5
antenneregister.fid-5a1e297e_17d0a604c22_-15ba;Assen;GSM 900;32.4;235199.7321;558087
antenneregister.fid-5a1e297e_17d0a604c22_-15b9;Assen;GSM 900;33.9;231070;555680
antenneregister.fid-5a1e297e_17d0a604c22_-15b8;Assen;GSM 900;19.8;232010;555824
antenneregister.fid-5a1e297e_17d0a604c22_-15b7;Assen;GSM 900;39;231582.6699;553107.5
antenneregister.fid-5a1e297e_17d0a604c22_-15b6;Assen;GSM 900;30;234586;557582
antenneregister.fid-5a1e297e_17d0a604c22_-15b5;Assen;GSM 900;29;232501.7321;558489
antenneregister.fid-5a1e297e_17d0a604c22_-15b4;Assen;GSM 900;34.9;231601;553103
antenneregister.fid-5a1e297e_17d0a604c22_-15b3;Assen;GSM 900;36.5;235607;562881
antenneregister.fid-5a1e297e_17d0a604c22_-15b2;Assen;GSM 900;28.4;235618.7321;562891
antenneregister.fid-5a1e297e_17d0a604c22_-15b1;Assen;LTE;34.9;235664.6699;558287.5
antenneregister.fid-5a1e297e_17d0a604c22_-15b0;Assen;LTE;32;231914;557045
antenneregister.fid-5a1e297e_17d0a604c22_-15af;Assen;LTE;41;232248.2679;554349
antenneregister.fid-5a1e297e_17d0a604c22_-15ae;Assen;LTE;29.5;235565.6699;560567.5
antenneregister.fid-5a1e297e_17d0a604c22_-15ad;Assen;LTE;32.4;235193.6699;558085.5
antenneregister.fid-5a1e297e_17d0a604c22_-15ac;Assen;LTE;34.9;235661.2679;558293
antenneregister.fid-5a1e297e_17d0a604c22_-15ab;Assen;LTE;21.4;232473.6699;554368.5
antenneregister.fid-5a1e297e_17d0a604c22_-15aa;Assen;LTE;33.1;233545.6699;556617.5
antenneregister.fid-5a1e297e_17d0a604c22_-15a9;Assen;LTE;21.4;236645.6699;559038.5
antenneregister.fid-5a1e297e_17d0a604c22_-15a8;Assen;LTE;23.5;231689;553290
antenneregister.fid-5a1e297e_17d0a604c22_-15a7;Assen;LTE;32.1;233608.2679;554343
antenneregister.fid-5a1e297e_17d0a604c22_-15a6;Assen;LTE;27.2;233553.6699;556614.5
antenneregister.fid-5a1e297e_17d0a604c22_-15a5;Assen;LTE;34.9;232742.2679;555645
antenneregister.fid-5a1e297e_17d0a604c22_-15a4;Assen;LTE;52.8;231885;557070
antenneregister.fid-5a1e297e_17d0a604c22_-15a3;Assen;LTE;24.9;233782;558012
antenneregister.fid-5a1e297e_17d0a604c22_-15a2;Assen;LTE;27.7;234398.2679;560729
antenneregister.fid-5a1e297e_17d0a604c22_-15a1;Assen;LTE;29;232498.2679;558489
antenneregister.fid-5a1e297e_17d0a604c22_-15a0;Assen;LTE;34.9;231599;553108
antenneregister.fid-5a1e297e_17d0a604c22_-159f;Assen;LTE;23.9;231589;553120
antenneregister.fid-5a1e297e_17d0a604c22_-159e;Assen;LTE;22.9;234432.6699;555879.5
antenneregister.fid-5a1e297e_17d0a604c22_-159d;Assen;LTE;35.5;233648;554340
antenneregister.fid-5a1e297e_17d0a604c22_-159c;Assen;LTE;30;234581;557587
antenneregister.fid-5a1e297e_17d0a604c22_-159b;Assen;LTE;27.7;232496.6699;558492.5
antenneregister.fid-5a1e297e_17d0a604c22_-159a;Assen;LTE;27.8;235158.2679;559251
antenneregister.fid-5a1e297e_17d0a604c22_-1599;Assen;LTE;23.5;230902;552860
antenneregister.fid-5a1e297e_17d0a604c22_-1598;Assen;LTE;24.8;234432.2679;556184
antenneregister.fid-5a1e297e_17d0a604c22_-1597;Assen;LTE;41.8;234032.2679;558873
antenneregister.fid-5a1e297e_17d0a604c22_-1596;Assen;LTE;41.5;234365.2679;557211
antenneregister.fid-5a1e297e_17d0a604c22_-1595;Assen;LTE;28.4;235612.6699;562889.5
antenneregister.fid-5a1e297e_17d0a604c22_-1594;Assen;UMTS;29.6;232498;558474
antenneregister.fid-5a1e297e_17d0a604c22_-1593;Assen;UMTS;21.4;232478;554373
antenneregister.fid-5a1e297e_17d0a604c22_-1592;Assen;UMTS;31.8;235174;558091
antenneregister.fid-5a1e297e_17d0a604c22_-1591;Assen;UMTS;46.2;232495;554030
antenneregister.fid-5a1e297e_17d0a604c22_-1590;Assen;UMTS;30.2;231587;553115
antenneregister.fid-5a1e297e_17d0a604c22_-158f;Assen;UMTS;27.6;234593;557586
antenneregister.fid-5a1e297e_17d0a604c22_-158e;Assen;UMTS;34.3;233534;560163
antenneregister.fid-5a1e297e_17d0a604c22_-158d;Assen;UMTS;27.5;232501;558497
antenneregister.fid-5a1e297e_17d0a604c22_-158c;Assen;UMTS;30;234586;557589
antenneregister.fid-5a1e297e_17d0a604c22_-158b;Assen;UMTS;39;234306;558717
antenneregister.fid-5a1e297e_17d0a604c22_-158a;Assen;UMTS;44.6;234030;558882
antenneregister.fid-5a1e297e_17d0a604c22_-1589;Assen;UMTS;42.9;234709;559683
antenneregister.fid-5a1e297e_17d0a604c22_-1588;Assen;UMTS;24.7;233588.2679;557189
antenneregister.fid-5a1e297e_17d0a604c22_-1587;Assen;UMTS;27.2;233558;556619
antenneregister.fid-5a1e297e_17d0a604c22_-1586;Assen;UMTS;41;232250;554355
antenneregister.fid-5a1e297e_17d0a604c22_-1585;Assen;UMTS;25.9;235160;559257
antenneregister.fid-5a1e297e_17d0a604c22_-1584;Assen;UMTS;25.5;233782;558019
antenneregister.fid-5a1e297e_17d0a604c22_-1583;Assen;UMTS;36.8;235183;560662
antenneregister.fid-5a1e297e_17d0a604c22_-1582;Assen;UMTS;29.5;235570;560575
antenneregister.fid-5a1e297e_17d0a604c22_-1581;Assen;UMTS;30.9;235394;556340
antenneregister.fid-5a1e297e_17d0a604c22_-1580;Assen;UMTS;25.8;233584;557272
antenneregister.fid-5a1e297e_17d0a604c22_-157f;Assen;UMTS;23.4;231908;557040
antenneregister.fid-5a1e297e_17d0a604c22_-157e;Assen;UMTS;44.2;231261;557928
antenneregister.fid-5a1e297e_17d0a604c22_-157d;Assen;UMTS;21.4;236650;559043
antenneregister.fid-5a1e297e_17d0a604c22_-157c;Assen;UMTS;32.6;232799;555653
antenneregister.fid-5a1e297e_17d0a604c22_-157b;Assen;UMTS;36.1;232744;555648
antenneregister.fid-5a1e297e_17d0a604c22_-157a;Assen;UMTS;52.8;231890;557075
antenneregister.fid-5a1e297e_17d0a604c22_-1579;Assen;UMTS;17.1;235254;559628
antenneregister.fid-5a1e297e_17d0a604c22_-1578;Assen;UMTS;25.6;234282;556853
antenneregister.fid-5a1e297e_17d0a604c22_-1577;Assen;UMTS;33.6;235380;556340
antenneregister.fid-5a1e297e_17d0a604c22_-1576;Assen;UMTS;19.8;232949;557730
antenneregister.fid-5a1e297e_17d0a604c22_-1575;Assen;UMTS;36.2;233550;556622
antenneregister.fid-5a1e297e_17d0a604c22_-1574;Assen;UMTS;26.1;234434;556187
antenneregister.fid-5a1e297e_17d0a604c22_-1573;Assen;UMTS;32.4;235198;558093
antenneregister.fid-5a1e297e_17d0a604c22_-1572;Assen;UMTS;17.8;235271;559630
antenneregister.fid-5a1e297e_17d0a604c22_-1571;Assen;UMTS;36;231363;557211
antenneregister.fid-5a1e297e_17d0a604c22_-1570;Assen;UMTS;27.3;231594;553125
antenneregister.fid-5a1e297e_17d0a604c22_-156f;Assen;UMTS;22.3;232944;557767
antenneregister.fid-5a1e297e_17d0a604c22_-156e;Assen;UMTS;32.1;233549;556608
antenneregister.fid-5a1e297e_17d0a604c22_-156d;Assen;UMTS;33.5;233866;560189
antenneregister.fid-5a1e297e_17d0a604c22_-156c;Assen;UMTS;47.4;231136;557610
antenneregister.fid-5a1e297e_17d0a604c22_-156b;Assen;UMTS;23.3;234437;555887
antenneregister.fid-5a1e297e_17d0a604c22_-156a;Assen;UMTS;18.8;234457;556434
antenneregister.fid-5a1e297e_17d0a604c22_-1569;Assen;UMTS;24.5;234423;555869
antenneregister.fid-5a1e297e_17d0a604c22_-1568;Assen;UMTS;24.8;230902;552864
antenneregister.fid-5a1e297e_17d0a604c22_-1567;Assen;UMTS;26.3;233590;557195
antenneregister.fid-5a1e297e_17d0a604c22_-1566;Assen;UMTS;32.6;233610;554346
antenneregister.fid-5a1e297e_17d0a604c22_-1565;Assen;UMTS;21.2;234097;555268
antenneregister.fid-5a1e297e_17d0a604c22_-1564;Assen;UMTS;41;234367;557217
antenneregister.fid-5a1e297e_17d0a604c22_-1563;Assen;UMTS;27.7;234400;560732
antenneregister.fid-5a1e297e_17d0a604c22_-1562;Assen;UMTS;32;231919;557047
antenneregister.fid-5a1e297e_17d0a604c22_-1561;Assen;UMTS;39;233650;554342
antenneregister.fid-5a1e297e_17d0a604c22_-1560;Assen;UMTS;30.3;232500;558495
antenneregister.fid-5a1e297e_17d0a604c22_-155f;Assen;UMTS;34.9;235669;558292
antenneregister.fid-5a1e297e_17d0a604c22_-155e;Assen;UMTS;24.8;231689;553300
antenneregister.fid-5a1e297e_17d0a604c22_-155d;Assen;UMTS;32.6;231601;553113
antenneregister.fid-5a1e297e_17d0a604c22_-155c;Assen;UMTS;34.9;235663;558296
antenneregister.fid-5a1e297e_17d0a604c22_-155b;Assen;UMTS;39.9;234034;558876
antenneregister.fid-5a1e297e_17d0a604c22_-155a;Assen;UMTS;33.7;235588;562888
antenneregister.fid-5a1e297e_17d0a604c22_-1559;Assen;UMTS;29.7;235617;562894
antenneregister.fid-5a1e297e_17d0a604c22_-1558;Assen;UMTS;39.6;235607;562888
antenneregister.fid-5a1e297e_17d0a604c22_-1557;Asten;GSM 1800;16.6;180507;378940
antenneregister.fid-5a1e297e_17d0a604c22_-1556;Asten;GSM 1800;30.5;180478.3301;380729.5
antenneregister.fid-5a1e297e_17d0a604c22_-1555;Asten;GSM 1800;43.2;180465;380750
antenneregister.fid-5a1e297e_17d0a604c22_-1554;Asten;GSM 900;23.6;180723.3301;380994.5
antenneregister.fid-5a1e297e_17d0a604c22_-1553;Asten;GSM 900;28.4;184697;379459
antenneregister.fid-5a1e297e_17d0a604c22_-1552;Asten;GSM 900;42;180460;380745
antenneregister.fid-5a1e297e_17d0a604c22_-1551;Asten;GSM 900;30.5;180469.6699;380729.5
antenneregister.fid-5a1e297e_17d0a604c22_-1550;Asten;GSM 900;35.2;179840;379369
antenneregister.fid-5a1e297e_17d0a604c22_-154f;Asten;GSM 900;31.5;178915.7321;379282
antenneregister.fid-5a1e297e_17d0a604c22_-154e;Asten;GSM 900;15.6;180500;378950
antenneregister.fid-5a1e297e_17d0a604c22_-154d;Asten;GSM 900;16;180507;378947
antenneregister.fid-5a1e297e_17d0a604c22_-154c;Asten;GSM 900;17;181324;377518
antenneregister.fid-5a1e297e_17d0a604c22_-154b;Asten;GSM 900;30.3;184701.9021;379450.618
antenneregister.fid-5a1e297e_17d0a604c22_-154a;Asten;GSM 900;38.5;184701.1756;379448.382
antenneregister.fid-5a1e297e_17d0a604c22_-1549;Asten;GSM 900;28.2;178502;378792
antenneregister.fid-5a1e297e_17d0a604c22_-1548;Asten;LTE;42;180455;380750
antenneregister.fid-5a1e297e_17d0a604c22_-1547;Asten;LTE;23.6;180717.2679;380996
antenneregister.fid-5a1e297e_17d0a604c22_-1546;Asten;LTE;31.5;178912.2679;379282
antenneregister.fid-5a1e297e_17d0a604c22_-1545;Asten;LTE;38.5;184698.8244;379448.382
antenneregister.fid-5a1e297e_17d0a604c22_-1544;Asten;LTE;28.5;178490;378780
antenneregister.fid-5a1e297e_17d0a604c22_-1543;Asten;UMTS;35.2;179840;379373
antenneregister.fid-5a1e297e_17d0a604c22_-1542;Asten;UMTS;28.4;184697;379466
antenneregister.fid-5a1e297e_17d0a604c22_-1541;Asten;UMTS;42;180460;380752
antenneregister.fid-5a1e297e_17d0a604c22_-1540;Asten;UMTS;20;177126;381070
antenneregister.fid-5a1e297e_17d0a604c22_-153f;Asten;UMTS;30.5;180474;380734
antenneregister.fid-5a1e297e_17d0a604c22_-153e;Asten;UMTS;31.5;179830;379480
antenneregister.fid-5a1e297e_17d0a604c22_-153d;Asten;UMTS;31.5;178914;379288
antenneregister.fid-5a1e297e_17d0a604c22_-153c;Asten;UMTS;24.8;180719;380999
antenneregister.fid-5a1e297e_17d0a604c22_-153b;Asten;UMTS;37.3;181097;378590
antenneregister.fid-5a1e297e_17d0a604c22_-153a;Asten;UMTS;17;181324;377525
antenneregister.fid-5a1e297e_17d0a604c22_-1539;Asten;UMTS;38.5;184698.0979;379450.618
antenneregister.fid-5a1e297e_17d0a604c22_-1538;Asten;UMTS;30.3;184700;379452
antenneregister.fid-5a1e297e_17d0a604c22_-1537;Asten;UMTS;29.5;178502;378802
antenneregister.fid-5a1e297e_17d0a604c22_-1536;Baarle-Nassau;GSM 1800;40.2;123082.7321;383602
antenneregister.fid-5a1e297e_17d0a604c22_-1535;Baarle-Nassau;GSM 1800;33;117853.3301;385257.5
antenneregister.fid-5a1e297e_17d0a604c22_-1534;Baarle-Nassau;GSM 900;34.9;123825.3301;384059.5
antenneregister.fid-5a1e297e_17d0a604c22_-1533;Baarle-Nassau;GSM 900;30;123514.3301;381867.5
antenneregister.fid-5a1e297e_17d0a604c22_-1532;Baarle-Nassau;GSM 900;49.9;123074.3301;383617.5
antenneregister.fid-5a1e297e_17d0a604c22_-1531;Baarle-Nassau;GSM 900;40.2;123076.6699;383600.5
antenneregister.fid-5a1e297e_17d0a604c22_-1530;Baarle-Nassau;GSM 900;18;125120;382321
antenneregister.fid-5a1e297e_17d0a604c22_-152f;Baarle-Nassau;GSM 900;35;119858.7321;386819
antenneregister.fid-5a1e297e_17d0a604c22_-152e;Baarle-Nassau;GSM 900;33;117844.6699;385257.5
antenneregister.fid-5a1e297e_17d0a604c22_-152d;Baarle-Nassau;LTE;34.9;123819.2679;384061
antenneregister.fid-5a1e297e_17d0a604c22_-152c;Baarle-Nassau;LTE;30;123505.6699;381867.5
antenneregister.fid-5a1e297e_17d0a604c22_-152b;Baarle-Nassau;LTE;49.9;123065.6699;383617.5
antenneregister.fid-5a1e297e_17d0a604c22_-152a;Baarle-Nassau;LTE;35;119852.6699;386817.5
antenneregister.fid-5a1e297e_17d0a604c22_-1529;Baarle-Nassau;UMTS;36.2;123510;381872
antenneregister.fid-5a1e297e_17d0a604c22_-1528;Baarle-Nassau;UMTS;36.1;123821;384067
antenneregister.fid-5a1e297e_17d0a604c22_-1527;Baarle-Nassau;UMTS;40.2;123081;383608
antenneregister.fid-5a1e297e_17d0a604c22_-1526;Baarle-Nassau;UMTS;49.9;123070;383625
antenneregister.fid-5a1e297e_17d0a604c22_-1525;Baarle-Nassau;UMTS;35;119857;386825
antenneregister.fid-5a1e297e_17d0a604c22_-1524;Baarle-Nassau;UMTS;33;117849;385265
antenneregister.fid-5a1e297e_17d0a604c22_-1523;Baarn;GSM 1800;44.4;144961.5637;468361.247
antenneregister.fid-5a1e297e_17d0a604c22_-1522;Baarn;GSM 1800;15.3;148941;469091
antenneregister.fid-5a1e297e_17d0a604c22_-1521;Baarn;GSM 1800;31.3;145977;470660
antenneregister.fid-5a1e297e_17d0a604c22_-1520;Baarn;GSM 1800;29.5;147471;469632
antenneregister.fid-5a1e297e_17d0a604c22_-151f;Baarn;GSM 1800;35;143890;470550
